condition,trial,sample,logical_neuron,replica,physical_coordinate,nominal_input_s,first_spike_s,fired,spike_count
ttfs_M4_local-pool_dedicated,0,9,26,3,283,2.4999999999999998e-05,3.0087999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,27,0,408,2.4999999999999998e-05,3.1032e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,27,1,409,2.4999999999999998e-05,3.098399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,27,2,410,2.4999999999999998e-05,3.137599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,27,3,411,2.4999999999999998e-05,2.9639999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,28,0,28,2.4999999999999998e-05,2.9855999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,28,1,29,2.4999999999999998e-05,3.0063999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,28,2,30,2.4999999999999998e-05,2.9911999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,28,3,31,2.4999999999999998e-05,2.9847999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,29,0,156,2.4999999999999998e-05,3.0479999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,29,1,157,2.4999999999999998e-05,2.9111999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,29,2,158,2.4999999999999998e-05,2.9831999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,9,29,3,159,2.4999999999999998e-05,2.9311999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,0,0,0,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,0,1,1,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,0,2,2,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,0,3,3,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,1,1,129,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,1,2,130,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,1,3,131,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,2,0,256,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,2,1,257,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,2,2,258,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,2,3,259,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,3,1,385,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,3,2,386,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,3,3,387,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,4,0,4,2.4999999999999998e-05,3.187999999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,4,1,5,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,4,2,6,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,4,3,7,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,5,0,132,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,5,1,133,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,5,2,134,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,5,3,135,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,6,0,260,2.4999999999999998e-05,3.3895999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,6,1,261,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,6,2,262,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,6,3,263,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,7,0,388,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,7,1,389,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,7,2,390,2.4999999999999998e-05,3.4144e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,7,3,391,2.4999999999999998e-05,3.3759999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,8,0,8,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,8,1,9,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,8,2,10,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,8,3,11,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,9,0,136,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,9,1,137,2.4999999999999998e-05,3.287199999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,9,2,138,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,9,3,139,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,10,0,264,2.4999999999999998e-05,3.1536e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,10,1,265,2.4999999999999998e-05,3.2223999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,10,2,266,2.4999999999999998e-05,3.0111999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,10,3,267,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,11,0,392,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,11,1,393,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,11,2,394,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,11,3,395,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,12,0,12,1.9999999999999998e-05,2.4079999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,12,1,13,1.9999999999999998e-05,2.5415999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,12,2,14,1.9999999999999998e-05,2.3903999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,12,3,15,1.9999999999999998e-05,2.5735999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,13,0,140,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,13,1,141,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,13,2,142,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,13,3,143,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,14,0,268,2.4999999999999998e-05,3.22e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,14,1,269,2.4999999999999998e-05,3.2847999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,14,2,270,2.4999999999999998e-05,3.4223999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,14,3,271,2.4999999999999998e-05,2.9743999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,15,0,396,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,15,1,397,2.4e-05,3.2631999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,15,2,398,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,15,3,399,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,16,0,16,2.4999999999999998e-05,3.3848e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,16,1,17,2.4999999999999998e-05,3.493599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,16,2,18,2.4999999999999998e-05,3.2336e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,16,3,19,2.4999999999999998e-05,3.1904e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,17,0,144,2.4999999999999998e-05,3.14e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,17,1,145,2.4999999999999998e-05,3.2343999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,17,2,146,2.4999999999999998e-05,3.219199999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,17,3,147,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,18,0,272,2.4999999999999998e-05,3.0207999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,18,1,273,2.4999999999999998e-05,3.0399999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,18,2,274,2.4999999999999998e-05,3.0952e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,18,3,275,2.4999999999999998e-05,3.0584e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,19,0,400,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,19,1,401,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,19,2,402,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,19,3,403,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,20,0,20,2.4999999999999998e-05,3.168799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,20,1,21,2.4999999999999998e-05,3.1864e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,20,2,22,2.4999999999999998e-05,3.2575999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,20,3,23,2.4999999999999998e-05,3.2063999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,21,0,148,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,21,1,149,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,21,2,150,2.4e-05,2.9471999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,21,3,151,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,22,0,276,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,0,10,22,1,277,2.1e-05,2.6223999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,22,2,278,2.1e-05,2.5055999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,22,3,279,2.1e-05,2.6071999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,23,0,404,2.4999999999999998e-05,3.1759999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,23,1,405,2.4999999999999998e-05,3.148e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,23,2,406,2.4999999999999998e-05,3.0407999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,23,3,407,2.4999999999999998e-05,3.1287999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,24,0,24,2.4999999999999998e-05,3.068e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,24,1,25,2.4999999999999998e-05,3.0431999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,24,2,26,2.4999999999999998e-05,3.1095999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,24,3,27,2.4999999999999998e-05,3.1079999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,25,0,152,2.4999999999999998e-05,3.0351999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,25,1,153,2.4999999999999998e-05,3.0031999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,25,2,154,2.4999999999999998e-05,3.079199999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,25,3,155,2.4999999999999998e-05,3.0856e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,26,0,280,2.4999999999999998e-05,3.0311999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,26,1,281,2.4999999999999998e-05,3.0311999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,26,2,282,2.4999999999999998e-05,3.1224e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,26,3,283,2.4999999999999998e-05,3.0479999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,27,0,408,2.4999999999999998e-05,3.1071999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,27,1,409,2.4999999999999998e-05,3.102399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,27,2,410,2.4999999999999998e-05,3.1663999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,27,3,411,2.4999999999999998e-05,2.9759999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,28,0,28,2.4999999999999998e-05,3.0087999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,28,1,29,2.4999999999999998e-05,3.0503999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,28,2,30,2.4999999999999998e-05,3.0023999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,28,3,31,2.4999999999999998e-05,3.0135999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,29,0,156,2.4999999999999998e-05,3.0479999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,29,1,157,2.4999999999999998e-05,2.9311999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,29,2,158,2.4999999999999998e-05,2.9823999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,10,29,3,159,2.4999999999999998e-05,2.9687999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,0,0,0,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,0,1,1,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,0,2,2,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,0,3,3,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,1,1,129,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,1,2,130,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,1,3,131,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,2,0,256,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,2,1,257,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,2,2,258,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,2,3,259,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,3,1,385,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,3,2,386,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,3,3,387,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,4,0,4,2.4999999999999998e-05,3.1208e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,4,1,5,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,4,2,6,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,4,3,7,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,5,0,132,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,5,1,133,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,5,2,134,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,5,3,135,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,6,0,260,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,6,1,261,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,6,2,262,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,6,3,263,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,7,0,388,2.4999999999999998e-05,3.339999999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,7,1,389,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,7,2,390,2.4999999999999998e-05,3.236799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,7,3,391,2.4999999999999998e-05,3.1848e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,8,0,8,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,8,1,9,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,8,2,10,2.4999999999999998e-05,3.2415999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,8,3,11,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,9,0,136,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,9,1,137,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,9,2,138,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,9,3,139,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,10,0,264,2.4999999999999998e-05,3.1592e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,10,1,265,2.4999999999999998e-05,3.1927999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,10,2,266,2.4999999999999998e-05,2.9767999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,10,3,267,2.4999999999999998e-05,3.3928e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,11,0,392,1.8999999999999998e-05,2.4215999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,11,1,393,1.8999999999999998e-05,2.3248e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,11,2,394,1.8999999999999998e-05,2.4279999999999998e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,11,3,395,1.8999999999999998e-05,2.3879999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,12,0,12,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,12,1,13,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,12,2,14,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,12,3,15,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,13,0,140,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,13,1,141,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,13,2,142,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,13,3,143,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,14,0,268,2.4999999999999998e-05,3.136e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,14,1,269,2.4999999999999998e-05,3.1855999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,14,2,270,2.4999999999999998e-05,3.2783999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,14,3,271,2.4999999999999998e-05,2.9367999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,15,0,396,2.4999999999999998e-05,3.1383999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,15,1,397,2.4999999999999998e-05,3.0215999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,15,2,398,2.4999999999999998e-05,3.2031999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,15,3,399,2.4999999999999998e-05,3.3576e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,16,0,16,2.4999999999999998e-05,3.2655999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,16,1,17,2.4999999999999998e-05,3.2167999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,16,2,18,2.4999999999999998e-05,3.1304e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,16,3,19,2.4999999999999998e-05,3.0823999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,17,0,144,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,17,1,145,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,17,2,146,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,17,3,147,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,18,0,272,2.4999999999999998e-05,2.9975999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,18,1,273,2.4999999999999998e-05,3.0055999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,18,2,274,2.4999999999999998e-05,3.0776e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,18,3,275,2.4999999999999998e-05,2.9959999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,19,0,400,2.4999999999999998e-05,3.2e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,19,1,401,2.4999999999999998e-05,3.106399999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,19,2,402,2.4999999999999998e-05,3.2007999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,19,3,403,2.4999999999999998e-05,3.096799999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,20,0,20,2.4999999999999998e-05,3.1135999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,20,1,21,2.4999999999999998e-05,3.1144e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,20,2,22,2.4999999999999998e-05,3.1759999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,20,3,23,2.4999999999999998e-05,3.1576e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,21,0,148,2.3e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,21,1,149,2.3e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,21,2,150,2.3e-05,2.8303999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,21,3,151,2.3e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,22,0,276,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,22,1,277,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,22,2,278,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,22,3,279,2.2e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,23,0,404,2.4999999999999998e-05,3.1008e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,23,1,405,2.4999999999999998e-05,3.0816e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,23,2,406,2.4999999999999998e-05,3.0167999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,23,3,407,2.4999999999999998e-05,3.057599999999999e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,24,0,24,2.4999999999999998e-05,3.0255999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,24,1,25,2.4999999999999998e-05,2.9871999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,24,2,26,2.4999999999999998e-05,3.0584e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,24,3,27,2.4999999999999998e-05,3.0471999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,25,0,152,2.3e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,25,1,153,2.3e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,25,2,154,2.3e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,25,3,155,2.3e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,26,0,280,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,26,1,281,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,26,2,282,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,26,3,283,2.4e-05,,0,0
ttfs_M4_local-pool_dedicated,0,11,27,0,408,2.4999999999999998e-05,3.0959999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,27,1,409,2.4999999999999998e-05,3.0935999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,27,2,410,2.4999999999999998e-05,3.14e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,27,3,411,2.4999999999999998e-05,2.9423999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,28,0,28,2.4999999999999998e-05,2.9823999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,28,1,29,2.4999999999999998e-05,3.0223999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,28,2,30,2.4999999999999998e-05,2.9943999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,28,3,31,2.4999999999999998e-05,2.9815999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,29,0,156,2.4999999999999998e-05,3.0743999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,29,1,157,2.4999999999999998e-05,2.9087999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,29,2,158,2.4999999999999998e-05,2.9855999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,0,11,29,3,159,2.4999999999999998e-05,2.9287999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,0,0,0,2.1e-05,2.5879999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,0,1,1,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,0,2,2,2.1e-05,2.6247999999999997e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,0,3,3,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,1,0,128,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,1,1,129,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,1,2,130,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,1,3,131,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,2,1,257,2.4999999999999998e-05,3.3095999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,2,2,258,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,2,3,259,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,3,1,385,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,3,2,386,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,3,3,387,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,4,0,4,2.4999999999999998e-05,3.0975999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,4,1,5,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,4,2,6,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,4,3,7,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,5,0,132,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,5,1,133,2.1e-05,2.6007999999999996e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,5,2,134,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,5,3,135,2.1e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,6,0,260,2.4999999999999998e-05,3.1759999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,6,1,261,2.4999999999999998e-05,3.3159999999999994e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,6,2,262,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,6,3,263,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,7,0,388,2.4999999999999998e-05,3.1679999999999995e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,7,1,389,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,7,2,390,2.4999999999999998e-05,3.1008e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,7,3,391,2.4999999999999998e-05,3.144e-05,1,1
ttfs_M4_local-pool_dedicated,1,0,8,0,8,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,8,1,9,2.4999999999999998e-05,,0,0
ttfs_M4_local-pool_dedicated,1,0,8,2,10,2.4999999999999998e-05,3.1271999999999995e-05,1,1
