primitive,stage,split,device,physical_coordinate,input_code,ideal_variable,sample_count,mean,variance,miss_rate,multiple_spike_rate,saturation_rate
psi-int,transfer,validation,13,23,20.0,-40.0,128,-41.3984375,14.540784940944881,0.0,0.0,0.0
psi-int,transfer,validation,13,23,20.0,-20.0,128,-18.5625,29.224409448818896,0.0,0.0,0.0
psi-int,transfer,validation,13,23,20.0,20.0,128,20.90625,21.739173228346456,0.0,0.0,0.0
psi-int,transfer,validation,13,23,20.0,40.0,128,50.4140625,31.126414862204726,0.0,0.0,0.0
psi-int,transfer,validation,13,23,21.0,-42.0,128,-42.96875,13.274606299212598,0.0,0.0,0.0
psi-int,transfer,validation,13,23,21.0,-21.0,128,-19.1953125,30.4576156496063,0.0,0.0,0.0
psi-int,transfer,validation,13,23,21.0,21.0,128,21.5390625,21.77798966535433,0.0,0.0,0.0
psi-int,transfer,validation,13,23,21.0,42.0,128,51.953125,27.714320866141733,0.0,0.0,0.0
psi-int,transfer,validation,13,23,22.0,-44.0,128,-44.7265625,13.129367618110237,0.0,0.0,0.0
psi-int,transfer,validation,13,23,22.0,-22.0,128,-20.0703125,28.239111712598426,0.0,0.0,0.0
psi-int,transfer,validation,13,23,22.0,22.0,128,21.9921875,24.65348179133858,0.0,0.0,0.0
psi-int,transfer,validation,13,23,22.0,44.0,128,53.671875,29.812746062992126,0.0,0.0,0.0
psi-int,transfer,validation,13,23,23.0,-46.0,128,-45.7109375,16.884288877952756,0.0,0.0,0.0
psi-int,transfer,validation,13,23,23.0,-23.0,128,-21.3359375,31.012241633858267,0.0,0.0,0.0
psi-int,transfer,validation,13,23,23.0,23.0,128,22.953125,22.12376968503937,0.0,0.0,0.0
psi-int,transfer,validation,13,23,23.0,46.0,128,55.796875,34.96628937007874,0.0,0.0,0.0
psi-int,transfer,validation,13,23,24.0,-48.0,128,-48.0234375,14.511257381889763,0.0,0.0,0.0
psi-int,transfer,validation,13,23,24.0,-24.0,128,-21.8984375,26.343934547244096,0.0,0.0,0.0
psi-int,transfer,validation,13,23,24.0,24.0,128,24.0859375,21.764210137795274,0.0,0.0,0.0
psi-int,transfer,validation,13,23,24.0,48.0,128,58.0859375,27.779958169291337,0.0,0.0,0.0
psi-int,transfer,validation,13,23,25.0,-50.0,128,-49.546875,15.745816929133857,0.0,0.0,0.0
psi-int,transfer,validation,13,23,25.0,-25.0,128,-22.6015625,30.462044783464567,0.0,0.0,0.0
psi-int,transfer,validation,13,23,25.0,25.0,128,24.4453125,23.445804625984252,0.0,0.0,0.0
psi-int,transfer,validation,13,23,25.0,50.0,128,60.1796875,30.054072342519685,0.0,0.0,0.0
psi-int,transfer,validation,13,23,26.0,-52.0,128,-50.9453125,13.9576156496063,0.0,0.0,0.0
psi-int,transfer,validation,13,23,26.0,-26.0,128,-22.9140625,26.56735974409449,0.0,0.0,0.0
psi-int,transfer,validation,13,23,26.0,26.0,128,25.4609375,22.581139271653544,0.0,0.0,0.0
psi-int,transfer,validation,13,23,26.0,52.0,128,62.1171875,29.3326156496063,0.0,0.0,0.0
psi-int,transfer,validation,13,23,27.0,-54.0,128,-52.625,13.984251968503937,0.0,0.0,0.0
psi-int,transfer,validation,13,23,27.0,-27.0,128,-24.1875,25.523622047244096,0.0,0.0,0.0
psi-int,transfer,validation,13,23,27.0,27.0,128,26.0703125,23.10525344488189,0.0,0.0,0.0
psi-int,transfer,validation,13,23,27.0,54.0,128,63.9375,30.76771653543307,0.0,0.0,0.0
psi-int,transfer,validation,13,23,28.0,-56.0,128,-54.4375,15.964566929133857,0.0,0.0,0.0
psi-int,transfer,validation,13,23,28.0,-28.0,128,-25.1484375,31.02503690944882,0.0,0.0,0.0
psi-int,transfer,validation,13,23,28.0,28.0,128,27.1484375,23.607714074803148,0.0,0.0,0.0
psi-int,transfer,validation,13,23,28.0,56.0,128,65.578125,29.836368110236222,0.0,0.0,0.0
psi-int,transfer,validation,13,23,29.0,-58.0,128,-55.5390625,14.581139271653543,0.0,0.0,0.0
psi-int,transfer,validation,13,23,29.0,-29.0,128,-25.5390625,26.45515501968504,0.0,0.0,0.0
psi-int,transfer,validation,13,23,29.0,29.0,128,27.7578125,21.77552903543307,0.0,0.0,0.0
psi-int,transfer,validation,13,23,29.0,58.0,128,67.40625,34.11712598425197,0.0,0.0,0.0
psi-int,transfer,validation,13,23,30.0,-60.0,128,-57.109375,14.617864173228346,0.0,0.0,0.0
psi-int,transfer,validation,13,23,30.0,-30.0,128,-27.2890625,23.8449187992126,0.0,0.0,0.0
psi-int,transfer,validation,13,23,30.0,30.0,128,28.2421875,22.751906988188978,0.0,0.0,0.0
psi-int,transfer,validation,13,23,30.0,60.0,128,69.3671875,31.226316437007874,0.0,0.0,0.0
psi-int,transfer,validation,13,23,31.0,-62.0,128,-58.625,11.968503937007874,0.0,0.0,0.0
psi-int,transfer,validation,13,23,31.0,-31.0,128,-27.6171875,27.734190452755904,0.0,0.0,0.0
psi-int,transfer,validation,13,23,31.0,31.0,128,29.6796875,21.211552657480315,0.0,0.0,0.0
psi-int,transfer,validation,13,23,31.0,62.0,128,71.125,22.881889763779526,0.0,0.0,0.0
psi-int,transfer,validation,14,93,0.0,-0.0,128,-0.140625,0.7832185039370079,0.0,0.0,0.0
psi-int,transfer,validation,14,93,0.0,-0.0,128,-0.109375,0.7753444881889764,0.0,0.0,0.0
psi-int,transfer,validation,14,93,0.0,0.0,128,-0.109375,0.9643208661417323,0.0,0.0,0.0
psi-int,transfer,validation,14,93,0.0,0.0,128,-0.1796875,0.8572219488188977,0.0,0.0,0.0
psi-int,transfer,validation,14,93,1.0,-2.0,128,6.53125,26.581692913385826,0.0,0.0,0.0
psi-int,transfer,validation,14,93,1.0,-1.0,128,6.84375,29.030511811023622,0.0,0.0,0.0
psi-int,transfer,validation,14,93,1.0,1.0,128,6.65625,24.999015748031496,0.0,0.0,0.0
psi-int,transfer,validation,14,93,1.0,2.0,128,5.6953125,27.016670767716537,0.0,0.0,0.0
psi-int,transfer,validation,14,93,2.0,-4.0,128,6.75,25.606299212598426,0.0,0.0,0.0
psi-int,transfer,validation,14,93,2.0,-2.0,128,6.75,35.118110236220474,0.0,0.0,0.0
psi-int,transfer,validation,14,93,2.0,2.0,128,6.359375,32.84621062992126,0.0,0.0,0.0
psi-int,transfer,validation,14,93,2.0,4.0,128,5.5,31.448818897637796,0.0,0.0,0.0
psi-int,transfer,validation,14,93,3.0,-6.0,128,3.640625,26.515501968503937,0.0,0.0,0.0
psi-int,transfer,validation,14,93,3.0,-3.0,128,4.96875,29.400590551181104,0.0,0.0,0.0
psi-int,transfer,validation,14,93,3.0,3.0,128,6.265625,28.464320866141733,0.0,0.0,0.0
psi-int,transfer,validation,14,93,3.0,6.0,128,6.1171875,31.37985974409449,0.0,0.0,0.0
psi-int,transfer,validation,14,93,4.0,-8.0,128,-1.671875,25.387549212598426,0.0,0.0,0.0
psi-int,transfer,validation,14,93,4.0,-4.0,128,3.65625,28.38484251968504,0.0,0.0,0.0
psi-int,transfer,validation,14,93,4.0,4.0,128,14.15625,27.5501968503937,0.0,0.0,0.0
psi-int,transfer,validation,14,93,4.0,8.0,128,17.921875,30.04109251968504,0.0,0.0,0.0
psi-int,transfer,validation,14,93,5.0,-10.0,128,-5.625,25.212598425196852,0.0,0.0,0.0
psi-int,transfer,validation,14,93,5.0,-5.0,128,2.3125,34.7992125984252,0.0,0.0,0.0
psi-int,transfer,validation,14,93,5.0,5.0,128,16.7578125,33.66529281496063,0.0,0.0,0.0
psi-int,transfer,validation,14,93,5.0,10.0,128,22.53125,28.534448818897637,0.0,0.0,0.0
psi-int,transfer,validation,14,93,6.0,-12.0,128,-8.4765625,28.708107775590552,0.0,0.0,0.0
psi-int,transfer,validation,14,93,6.0,-6.0,128,0.625,32.75590551181102,0.0,0.0,0.0
psi-int,transfer,validation,14,93,6.0,6.0,128,17.515625,30.424950787401574,0.0,0.0,0.0
psi-int,transfer,validation,14,93,6.0,12.0,128,25.90625,32.81003937007874,0.0,0.0,0.0
psi-int,transfer,validation,14,93,7.0,-14.0,128,-11.125,23.748031496062993,0.0,0.0,0.0
psi-int,transfer,validation,14,93,7.0,-7.0,128,-1.0625,33.27165354330709,0.0,0.0,0.0
psi-int,transfer,validation,14,93,7.0,7.0,128,19.125,28.0,0.0,0.0,0.0
psi-int,transfer,validation,14,93,7.0,14.0,128,28.703125,27.627706692913385,0.0,0.0,0.0
psi-int,transfer,validation,14,93,8.0,-16.0,128,-12.9765625,22.747477854330707,0.0,0.0,0.0
psi-int,transfer,validation,14,93,8.0,-8.0,128,-2.3671875,29.588521161417322,0.0,0.0,0.0
psi-int,transfer,validation,14,93,8.0,8.0,128,21.1328125,29.62789124015748,0.0,0.0,0.0
psi-int,transfer,validation,14,93,8.0,16.0,128,30.8515625,26.71007627952756,0.0,0.0,0.0
psi-int,transfer,validation,14,93,9.0,-18.0,128,-15.5703125,23.884781003937007,0.0,0.0,0.0
psi-int,transfer,validation,14,93,9.0,-9.0,128,-3.234375,26.13361220472441,0.0,0.0,0.0
psi-int,transfer,validation,14,93,9.0,9.0,128,22.234375,32.1808562992126,0.0,0.0,0.0
psi-int,transfer,validation,14,93,9.0,18.0,128,33.4765625,28.2199187992126,0.0,0.0,0.0
psi-int,transfer,validation,14,93,10.0,-20.0,128,-17.84375,27.361220472440944,0.0,0.0,0.0
psi-int,transfer,validation,14,93,10.0,-10.0,128,-4.3203125,28.32966289370079,0.0,0.0,0.0
psi-int,transfer,validation,14,93,10.0,10.0,128,23.1328125,31.06096210629921,0.0,0.0,0.0
psi-int,transfer,validation,14,93,10.0,20.0,128,35.8046875,22.67808809055118,0.0,0.0,0.0
psi-int,transfer,validation,14,93,11.0,-22.0,128,-19.8203125,26.746985728346456,0.0,0.0,0.0
psi-int,transfer,validation,14,93,11.0,-11.0,128,-5.9140625,27.559485728346456,0.0,0.0,0.0
psi-int,transfer,validation,14,93,11.0,11.0,128,24.1171875,30.371985728346456,0.0,0.0,0.0
psi-int,transfer,validation,14,93,11.0,22.0,128,37.703125,29.422982283464567,0.0,0.0,0.0
psi-int,transfer,validation,14,93,12.0,-24.0,128,-21.875,31.559055118110237,0.0,0.0,0.0
psi-int,transfer,validation,14,93,12.0,-12.0,128,-6.8046875,31.890686515748033,0.0,0.0,0.0
psi-int,transfer,validation,14,93,12.0,12.0,128,25.078125,34.00959645669291,0.0,0.0,0.0
psi-int,transfer,validation,14,93,12.0,24.0,128,40.0234375,22.87346210629921,0.0,0.0,0.0
psi-int,transfer,validation,14,93,13.0,-26.0,128,-23.9296875,19.042261318897637,0.0,0.0,0.0
psi-int,transfer,validation,14,93,13.0,-13.0,128,-7.515625,29.149360236220474,0.0,0.0,0.0
psi-int,transfer,validation,14,93,13.0,13.0,128,26.5703125,33.806040846456696,0.0,0.0,0.0
psi-int,transfer,validation,14,93,13.0,26.0,128,42.109375,27.814714566929133,0.0,0.0,0.0
psi-int,transfer,validation,14,93,14.0,-28.0,128,-26.3046875,25.378875492125985,0.0,0.0,0.0
psi-int,transfer,validation,14,93,14.0,-14.0,128,-8.7109375,32.25436761811024,0.0,0.0,0.0
psi-int,transfer,validation,14,93,14.0,14.0,128,27.7265625,32.373462106299215,0.0,0.0,0.0
psi-int,transfer,validation,14,93,14.0,28.0,128,44.265625,27.787155511811022,0.0,0.0,0.0
psi-int,transfer,validation,14,93,15.0,-30.0,128,-27.984375,20.582431102362204,0.0,0.0,0.0
psi-int,transfer,validation,14,93,15.0,-15.0,128,-9.765625,28.574557086614174,0.0,0.0,0.0
psi-int,transfer,validation,14,93,15.0,15.0,128,28.4921875,29.05505659448819,0.0,0.0,0.0
psi-int,transfer,validation,14,93,15.0,30.0,128,46.1484375,26.97779281496063,0.0,0.0,0.0
psi-int,transfer,validation,14,93,16.0,-32.0,128,-30.046875,22.737942913385826,0.0,0.0,0.0
psi-int,transfer,validation,14,93,16.0,-16.0,128,-10.9609375,29.911847933070867,0.0,0.0,0.0
psi-int,transfer,validation,14,93,16.0,16.0,128,29.3203125,34.42415108267716,0.0,0.0,0.0
psi-int,transfer,validation,14,93,16.0,32.0,128,47.9765625,27.093934547244096,0.0,0.0,0.0
psi-int,transfer,validation,14,93,17.0,-34.0,128,-31.65625,21.50295275590551,0.0,0.0,0.0
psi-int,transfer,validation,14,93,17.0,-17.0,128,-11.2734375,27.743540846456693,0.0,0.0,0.0
psi-int,transfer,validation,14,93,17.0,17.0,128,30.046875,33.4308562992126,0.0,0.0,0.0
psi-int,transfer,validation,14,93,17.0,34.0,128,49.3203125,31.809977854330707,0.0,0.0,0.0
psi-int,transfer,validation,14,93,18.0,-36.0,128,-33.7890625,21.726808562992126,0.0,0.0,0.0
psi-int,transfer,validation,14,93,18.0,-18.0,128,-12.203125,33.108021653543304,0.0,0.0,0.0
psi-int,transfer,validation,14,93,18.0,18.0,128,31.0859375,30.488619586614174,0.0,0.0,0.0
psi-int,transfer,validation,14,93,18.0,36.0,128,51.1953125,32.81982037401575,0.0,0.0,0.0
psi-int,transfer,validation,14,93,19.0,-38.0,128,-35.8984375,22.910863681102363,0.0,0.0,0.0
psi-int,transfer,validation,14,93,19.0,-19.0,128,-13.0703125,25.703678641732285,0.0,0.0,0.0
psi-int,transfer,validation,14,93,19.0,19.0,128,31.984375,27.98400590551181,0.0,0.0,0.0
psi-int,transfer,validation,14,93,19.0,38.0,128,53.1796875,31.061946358267715,0.0,0.0,0.0
psi-int,transfer,validation,14,93,20.0,-40.0,128,-37.7421875,24.870017224409448,0.0,0.0,0.0
psi-int,transfer,validation,14,93,20.0,-20.0,128,-14.453125,31.32062007874016,0.0,0.0,0.0
psi-int,transfer,validation,14,93,20.0,20.0,128,33.265625,31.14148622047244,0.0,0.0,0.0
psi-int,transfer,validation,14,93,20.0,40.0,128,54.9453125,29.516670767716537,0.0,0.0,0.0
psi-int,transfer,validation,14,93,21.0,-42.0,128,-39.2734375,21.88527312992126,0.0,0.0,0.0
psi-int,transfer,validation,14,93,21.0,-21.0,128,-15.046875,27.068651574803148,0.0,0.0,0.0
psi-int,transfer,validation,14,93,21.0,21.0,128,33.875,25.653543307086615,0.0,0.0,0.0
psi-int,transfer,validation,14,93,21.0,42.0,128,56.6484375,30.56046998031496,0.0,0.0,0.0
psi-int,transfer,validation,14,93,22.0,-44.0,128,-41.109375,23.814714566929133,0.0,0.0,0.0
psi-int,transfer,validation,14,93,22.0,-22.0,128,-15.703125,27.045029527559056,0.0,0.0,0.0
psi-int,transfer,validation,14,93,22.0,22.0,128,34.6796875,29.76273375984252,0.0,0.0,0.0
psi-int,transfer,validation,14,93,22.0,44.0,128,58.609375,27.1060531496063,0.0,0.0,0.0
psi-int,transfer,validation,14,93,23.0,-46.0,128,-43.1015625,22.958107775590552,0.0,0.0,0.0
psi-int,transfer,validation,14,93,23.0,-23.0,128,-16.8203125,26.274544783464567,0.0,0.0,0.0
psi-int,transfer,validation,14,93,23.0,23.0,128,36.015625,28.8816437007874,0.0,0.0,0.0
psi-int,transfer,validation,14,93,23.0,46.0,128,60.453125,28.517470472440944,0.0,0.0,0.0
psi-int,transfer,validation,14,93,24.0,-48.0,128,-44.9453125,24.367064468503937,0.0,0.0,0.0
psi-int,transfer,validation,14,93,24.0,-24.0,128,-18.1953125,29.119032972440944,0.0,0.0,0.0
psi-int,transfer,validation,14,93,24.0,24.0,128,36.2421875,34.67316683070866,0.0,0.0,0.0
psi-int,transfer,validation,14,93,24.0,48.0,128,62.4765625,29.731729822834644,0.0,0.0,0.0
psi-int,transfer,validation,14,93,25.0,-50.0,128,-46.9296875,23.10525344488189,0.0,0.0,0.0
psi-int,transfer,validation,14,93,25.0,-25.0,128,-19.0859375,26.67759596456693,0.0,0.0,0.0
psi-int,transfer,validation,14,93,25.0,25.0,128,37.234375,29.157234251968504,0.0,0.0,0.0
psi-int,transfer,validation,14,93,25.0,50.0,128,64.859375,27.869832677165356,0.0,0.0,0.0
psi-int,transfer,validation,14,93,26.0,-52.0,128,-48.25,23.228346456692915,0.0,0.0,0.0
psi-int,transfer,validation,14,93,26.0,-26.0,128,-19.9296875,22.36509596456693,0.0,0.0,0.0
psi-int,transfer,validation,14,93,26.0,26.0,128,38.0703125,29.27848179133858,0.0,0.0,0.0
psi-int,transfer,validation,14,93,26.0,52.0,128,66.3984375,28.682517224409448,0.0,0.0,0.0
psi-int,transfer,validation,14,93,27.0,-54.0,128,-50.3359375,18.13035187007874,0.0,0.0,0.0
psi-int,transfer,validation,14,93,27.0,-27.0,128,-21.203125,24.415108267716537,0.0,0.0,0.0
psi-int,transfer,validation,14,93,27.0,27.0,128,38.6171875,27.151513287401574,0.0,0.0,0.0
psi-int,transfer,validation,14,93,27.0,54.0,128,68.328125,24.852116141732285,0.0,0.0,0.0
psi-int,transfer,validation,14,93,28.0,-56.0,128,-51.7578125,22.31096210629921,0.0,0.0,0.0
psi-int,transfer,validation,14,93,28.0,-28.0,128,-21.78125,24.487204724409448,0.0,0.0,0.0
psi-int,transfer,validation,14,93,28.0,28.0,128,39.796875,31.722194881889763,0.0,0.0,0.0
psi-int,transfer,validation,14,93,28.0,56.0,128,70.28125,28.313976377952756,0.0,0.0,0.0
psi-int,transfer,validation,14,93,29.0,-58.0,128,-53.1796875,25.991080216535433,0.0,0.0,0.0
psi-int,transfer,validation,14,93,29.0,-29.0,128,-22.5390625,27.384288877952756,0.0,0.0,0.0
psi-int,transfer,validation,14,93,29.0,29.0,128,40.890625,29.405265748031496,0.0,0.0,0.0
psi-int,transfer,validation,14,93,29.0,58.0,128,71.9375,30.783464566929133,0.0,0.0,0.0
psi-int,transfer,validation,14,93,30.0,-60.0,128,-55.171875,23.182824803149607,0.0,0.0,0.0
psi-int,transfer,validation,14,93,30.0,-30.0,128,-23.5078125,23.401513287401574,0.0,0.0,0.0
psi-int,transfer,validation,14,93,30.0,30.0,128,41.6171875,30.06489911417323,0.0,0.0,0.0
psi-int,transfer,validation,14,93,30.0,60.0,128,74.0078125,29.89757627952756,0.0,0.0,0.0
psi-int,transfer,validation,14,93,31.0,-62.0,128,-57.09375,19.70767716535433,0.0,0.0,0.0
psi-int,transfer,validation,14,93,31.0,-31.0,128,-24.46875,30.109251968503937,0.0,0.0,0.0
psi-int,transfer,validation,14,93,31.0,31.0,128,42.4921875,30.488127460629922,0.0,0.0,0.0
psi-int,transfer,validation,14,93,31.0,62.0,128,76.1328125,31.281434547244096,0.0,0.0,0.0
psi-int,transfer,validation,15,17,0.0,-0.0,128,-0.0078125,0.9211983267716536,0.0,0.0,0.0
psi-int,transfer,validation,15,17,0.0,-0.0,128,-0.0390625,0.7464936023622047,0.0,0.0,0.0
psi-int,transfer,validation,15,17,0.0,0.0,128,-0.0703125,0.8847810039370079,0.0,0.0,0.0
psi-int,transfer,validation,15,17,0.0,0.0,128,-0.1796875,0.7942298228346457,0.0,0.0,0.0
psi-int,transfer,validation,15,17,1.0,-2.0,128,2.453125,13.997785433070867,0.0,0.0,0.0
psi-int,transfer,validation,15,17,1.0,-1.0,128,2.3203125,18.691867618110237,0.0,0.0,0.0
psi-int,transfer,validation,15,17,1.0,1.0,128,0.109375,18.964320866141733,0.0,0.0,0.0
psi-int,transfer,validation,15,17,1.0,2.0,128,-0.0234375,18.29078494094488,0.0,0.0,0.0
psi-int,transfer,validation,15,17,2.0,-4.0,128,2.5234375,16.739603838582678,0.0,0.0,0.0
psi-int,transfer,validation,15,17,2.0,-2.0,128,1.5703125,23.333599901574804,0.0,0.0,0.0
psi-int,transfer,validation,15,17,2.0,2.0,128,-0.0078125,19.47237942913386,0.0,0.0,0.0
psi-int,transfer,validation,15,17,2.0,4.0,128,0.015625,19.33833661417323,0.0,0.0,0.0
psi-int,transfer,validation,15,17,3.0,-6.0,128,-4.2578125,14.870017224409448,0.0,0.0,0.0
psi-int,transfer,validation,15,17,3.0,-3.0,128,-3.3515625,15.111651082677165,0.0,0.0,0.0
psi-int,transfer,validation,15,17,3.0,3.0,128,0.1796875,21.014702263779526,0.0,0.0,0.0
psi-int,transfer,validation,15,17,3.0,6.0,128,2.3359375,20.65003690944882,0.0,0.0,0.0
psi-int,transfer,validation,15,17,4.0,-8.0,128,-4.203125,18.950541338582678,0.0,0.0,0.0
psi-int,transfer,validation,15,17,4.0,-4.0,128,-0.8515625,14.97779281496063,0.0,0.0,0.0
psi-int,transfer,validation,15,17,4.0,4.0,128,7.546875,18.48597440944882,0.0,0.0,0.0
psi-int,transfer,validation,15,17,4.0,8.0,128,12.78125,16.81791338582677,0.0,0.0,0.0
psi-int,transfer,validation,15,17,5.0,-10.0,128,-6.7578125,19.413324311023622,0.0,0.0,0.0
psi-int,transfer,validation,15,17,5.0,-5.0,128,-1.9921875,15.11017470472441,0.0,0.0,0.0
psi-int,transfer,validation,15,17,5.0,5.0,128,9.5859375,20.57523375984252,0.0,0.0,0.0
psi-int,transfer,validation,15,17,5.0,10.0,128,15.703125,20.714320866141733,0.0,0.0,0.0
psi-int,transfer,validation,15,17,6.0,-12.0,128,-9.0078125,21.125922736220474,0.0,0.0,0.0
psi-int,transfer,validation,15,17,6.0,-6.0,128,-2.953125,15.572588582677165,0.0,0.0,0.0
psi-int,transfer,validation,15,17,6.0,6.0,128,11.2265625,19.92464320866142,0.0,0.0,0.0
psi-int,transfer,validation,15,17,6.0,12.0,128,18.8046875,17.953678641732285,0.0,0.0,0.0
psi-int,transfer,validation,15,17,7.0,-14.0,128,-11.1015625,18.564406988188978,0.0,0.0,0.0
psi-int,transfer,validation,15,17,7.0,-7.0,128,-4.140625,18.625738188976378,0.0,0.0,0.0
psi-int,transfer,validation,15,17,7.0,7.0,128,12.578125,17.489911417322833,0.0,0.0,0.0
psi-int,transfer,validation,15,17,7.0,14.0,128,21.1328125,18.242064468503937,0.0,0.0,0.0
psi-int,transfer,validation,15,17,8.0,-16.0,128,-13.421875,17.710383858267715,0.0,0.0,0.0
psi-int,transfer,validation,15,17,8.0,-8.0,128,-5.4921875,19.086552657480315,0.0,0.0,0.0
psi-int,transfer,validation,15,17,8.0,8.0,128,14.09375,15.660433070866143,0.0,0.0,0.0
psi-int,transfer,validation,15,17,8.0,16.0,128,23.90625,17.81791338582677,0.0,0.0,0.0
psi-int,transfer,validation,15,17,9.0,-18.0,128,-15.390625,16.6808562992126,0.0,0.0,0.0
psi-int,transfer,validation,15,17,9.0,-9.0,128,-6.078125,18.78125,0.0,0.0,0.0
psi-int,transfer,validation,15,17,9.0,9.0,128,15.0625,18.830708661417322,0.0,0.0,0.0
psi-int,transfer,validation,15,17,9.0,18.0,128,26.015625,16.015501968503937,0.0,0.0,0.0
psi-int,transfer,validation,15,17,10.0,-20.0,128,-16.8125,16.5,0.0,0.0,0.0
psi-int,transfer,validation,15,17,10.0,-10.0,128,-7.40625,19.786417322834644,0.0,0.0,0.0
psi-int,transfer,validation,15,17,10.0,10.0,128,16.4296875,20.546198326771652,0.0,0.0,0.0
psi-int,transfer,validation,15,17,10.0,20.0,128,28.359375,16.940698818897637,0.0,0.0,0.0
psi-int,transfer,validation,15,17,11.0,-22.0,128,-18.671875,17.655265748031496,0.0,0.0,0.0
psi-int,transfer,validation,15,17,11.0,-11.0,128,-7.8984375,16.832123523622048,0.0,0.0,0.0
psi-int,transfer,validation,15,17,11.0,11.0,128,18.03125,18.07775590551181,0.0,0.0,0.0
psi-int,transfer,validation,15,17,11.0,22.0,128,30.6640625,19.07523375984252,0.0,0.0,0.0
psi-int,transfer,validation,15,17,12.0,-24.0,128,-20.40625,16.195866141732285,0.0,0.0,0.0
psi-int,transfer,validation,15,17,12.0,-12.0,128,-8.6640625,17.86263533464567,0.0,0.0,0.0
psi-int,transfer,validation,15,17,12.0,12.0,128,19.0234375,19.188422736220474,0.0,0.0,0.0
psi-int,transfer,validation,15,17,12.0,24.0,128,32.7265625,17.79078494094488,0.0,0.0,0.0
psi-int,transfer,validation,15,17,13.0,-26.0,128,-22.0703125,17.876906988188978,0.0,0.0,0.0
psi-int,transfer,validation,15,17,13.0,-13.0,128,-9.84375,19.203740157480315,0.0,0.0,0.0
psi-int,transfer,validation,15,17,13.0,13.0,128,19.953125,16.91117125984252,0.0,0.0,0.0
psi-int,transfer,validation,15,17,13.0,26.0,128,34.8125,18.18503937007874,0.0,0.0,0.0
psi-int,transfer,validation,15,17,14.0,-28.0,128,-23.8828125,15.427103838582678,0.0,0.0,0.0
psi-int,transfer,validation,15,17,14.0,-14.0,128,-10.25,18.89763779527559,0.0,0.0,0.0
psi-int,transfer,validation,15,17,14.0,14.0,128,21.734375,16.55880905511811,0.0,0.0,0.0
psi-int,transfer,validation,15,17,14.0,28.0,128,36.453125,17.80880905511811,0.0,0.0,0.0
psi-int,transfer,validation,15,17,15.0,-30.0,128,-25.6328125,15.919229822834646,0.0,0.0,0.0
psi-int,transfer,validation,15,17,15.0,-15.0,128,-10.7265625,19.397084153543307,0.0,0.0,0.0
psi-int,transfer,validation,15,17,15.0,15.0,128,22.2578125,15.578678641732283,0.0,0.0,0.0
psi-int,transfer,validation,15,17,15.0,30.0,128,38.859375,15.63361220472441,0.0,0.0,0.0
psi-int,transfer,validation,15,17,16.0,-32.0,128,-27.21875,17.47933070866142,0.0,0.0,0.0
psi-int,transfer,validation,15,17,16.0,-16.0,128,-11.6875,18.200787401574804,0.0,0.0,0.0
psi-int,transfer,validation,15,17,16.0,16.0,128,23.5703125,20.98714320866142,0.0,0.0,0.0
psi-int,transfer,validation,15,17,16.0,32.0,128,40.4140625,17.283895177165356,0.0,0.0,0.0
psi-int,transfer,validation,15,17,17.0,-34.0,128,-28.2890625,15.230745570866143,0.0,0.0,0.0
psi-int,transfer,validation,15,17,17.0,-17.0,128,-12.3515625,18.308501476377952,0.0,0.0,0.0
psi-int,transfer,validation,15,17,17.0,17.0,128,24.5234375,17.322281003937007,0.0,0.0,0.0
psi-int,transfer,validation,15,17,17.0,34.0,128,42.046875,17.273375984251967,0.0,0.0,0.0
psi-int,transfer,validation,15,17,18.0,-36.0,128,-29.9140625,16.441375492125985,0.0,0.0,0.0
psi-int,transfer,validation,15,17,18.0,-18.0,128,-12.9765625,17.86558809055118,0.0,0.0,0.0
psi-int,transfer,validation,15,17,18.0,18.0,128,24.7578125,17.177103838582678,0.0,0.0,0.0
psi-int,transfer,validation,15,17,18.0,36.0,128,43.828125,19.78125,0.0,0.0,0.0
psi-int,transfer,validation,15,17,19.0,-38.0,128,-31.640625,17.712352362204726,0.0,0.0,0.0
psi-int,transfer,validation,15,17,19.0,-19.0,128,-13.9609375,19.061454232283463,0.0,0.0,0.0
psi-int,transfer,validation,15,17,19.0,19.0,128,25.828125,18.442667322834644,0.0,0.0,0.0
psi-int,transfer,validation,15,17,19.0,38.0,128,45.5625,22.043307086614174,0.0,0.0,0.0
psi-int,transfer,validation,15,17,20.0,-40.0,128,-33.0078125,16.8582062007874,0.0,0.0,0.0
psi-int,transfer,validation,15,17,20.0,-20.0,128,-14.65625,14.668307086614174,0.0,0.0,0.0
psi-int,transfer,validation,15,17,20.0,20.0,128,26.953125,17.052903543307085,0.0,0.0,0.0
psi-int,transfer,validation,15,17,20.0,40.0,128,47.265625,23.03125,0.0,0.0,0.0
psi-int,transfer,validation,15,17,21.0,-42.0,128,-34.3359375,17.75239911417323,0.0,0.0,0.0
psi-int,transfer,validation,15,17,21.0,-21.0,128,-15.625,19.653543307086615,0.0,0.0,0.0
psi-int,transfer,validation,15,17,21.0,21.0,128,27.71875,19.2746062992126,0.0,0.0,0.0
psi-int,transfer,validation,15,17,21.0,42.0,128,48.65625,24.02263779527559,0.0,0.0,0.0
psi-int,transfer,validation,15,17,22.0,-44.0,128,-36.1015625,18.454170767716537,0.0,0.0,0.0
